County,Year,Conviction,Violent Felony Offenses (VFO),Drugs,DWI,Property,Other,Total
Herkimer,1994,Felony,7,10,22,8,5,52
Herkimer,1994,Misdemeanor,0,1,6,15,18,40
Jefferson,1994,Felony,27,21,44,25,17,134
Jefferson,1994,Misdemeanor,0,3,19,76,59,157
Kings,1994,Felony,856,1798,14,201,223,3092
Kings,1994,Misdemeanor,0,415,171,379,911,1876
Lewis,1994,Felony,3,1,19,5,1,29
Lewis,1994,Misdemeanor,0,0,9,23,13,45
Livingston,1994,Felony,2,4,36,24,28,94
Livingston,1994,Misdemeanor,0,6,22,57,45,130
Madison,1994,Felony,9,2,20,7,2,40
Madison,1994,Misdemeanor,0,3,33,41,31,108
Monroe,1994,Felony,90,161,143,151,112,657
Monroe,1994,Misdemeanor,0,196,285,582,434,1497
Montgomery,1994,Felony,5,8,16,8,10,47
Montgomery,1994,Misdemeanor,0,6,7,47,41,101
Nassau,1994,Felony,134,252,307,150,180,1023
Nassau,1994,Misdemeanor,0,195,1185,658,731,2769
New York,1994,Felony,629,1901,10,356,256,3152
New York,1994,Misdemeanor,0,192,58,357,422,1029
Niagara,1994,Felony,4,30,22,11,20,87
Niagara,1994,Misdemeanor,0,30,118,167,115,430
Oneida,1994,Felony,45,45,79,41,31,241
Oneida,1994,Misdemeanor,0,12,56,94,72,234
Onondaga,1994,Felony,103,114,111,116,119,563
Onondaga,1994,Misdemeanor,0,65,192,273,312,842
Ontario,1994,Felony,16,6,59,29,22,132
Ontario,1994,Misdemeanor,0,4,20,39,41,104
Orange,1994,Felony,39,55,114,62,46,316
Orange,1994,Misdemeanor,0,162,136,263,283,844
Orleans,1994,Felony,2,8,6,8,6,30
Orleans,1994,Misdemeanor,0,6,28,30,29,93
Oswego,1994,Felony,5,6,22,27,9,69
Oswego,1994,Misdemeanor,0,1,47,81,57,186
Otsego,1994,Felony,8,2,9,7,9,35
Otsego,1994,Misdemeanor,0,5,25,23,32,85
Putnam,1994,Felony,2,24,32,12,3,73
Putnam,1994,Misdemeanor,0,14,52,21,32,119
Queens,1994,Felony,869,1072,70,356,369,2736
Queens,1994,Misdemeanor,0,193,36,426,439,1094
Rensselaer,1994,Felony,11,34,14,22,15,96
Rensselaer,1994,Misdemeanor,0,11,41,74,78,204
Richmond,1994,Felony,42,67,1,24,14,148
Richmond,1994,Misdemeanor,0,11,22,58,66,157
Rockland,1994,Felony,10,15,37,26,20,108
Rockland,1994,Misdemeanor,0,38,48,65,50,201
St. Lawrence,1994,Felony,11,15,27,20,11,84
St. Lawrence,1994,Misdemeanor,0,7,21,64,44,136
Saratoga,1994,Felony,11,5,16,10,6,48
Saratoga,1994,Misdemeanor,0,4,41,58,55,158
Schenectady,1994,Felony,9,11,51,37,25,133
Schenectady,1994,Misdemeanor,0,12,17,100,72,201
Schoharie,1994,Felony,0,1,14,4,0,19
Schoharie,1994,Misdemeanor,0,0,4,12,12,28
Schuyler,1994,Felony,2,2,2,2,2,10
Schuyler,1994,Misdemeanor,0,1,11,16,15,43
Seneca,1994,Felony,6,0,5,6,2,19
Seneca,1994,Misdemeanor,0,3,3,3,6,15
Steuben,1994,Felony,8,8,53,51,37,157
Steuben,1994,Misdemeanor,0,8,12,43,49,112
Suffolk,1994,Felony,214,233,314,185,147,1093
Suffolk,1994,Misdemeanor,0,211,666,591,683,2151
Sullivan,1994,Felony,15,17,35,38,27,132
Sullivan,1994,Misdemeanor,0,8,28,76,68,180
Tioga,1994,Felony,6,0,25,13,15,59
Tioga,1994,Misdemeanor,0,1,5,25,27,58
Tompkins,1994,Felony,7,9,19,17,22,74
Tompkins,1994,Misdemeanor,0,11,33,59,54,157
Ulster,1994,Felony,17,22,94,36,30,199
Ulster,1994,Misdemeanor,0,63,44,117,108,332
Warren,1994,Felony,12,3,25,9,6,55
Warren,1994,Misdemeanor,0,11,22,52,53,138
Washington,1994,Felony,2,1,10,10,2,25
Washington,1994,Misdemeanor,0,3,15,33,42,93
Wayne,1994,Felony,16,14,62,43,22,157
Wayne,1994,Misdemeanor,0,12,19,65,73,169
Westchester,1994,Felony,172,180,165,137,98,752
Westchester,1994,Misdemeanor,0,349,109,581,503,1542
Wyoming,1994,Felony,2,1,16,29,2,50
Wyoming,1994,Misdemeanor,0,4,17,35,24,80
Yates,1994,Felony,0,1,11,6,5,23
Yates,1994,Misdemeanor,0,0,2,2,4,8
Unknown,1994,Misdemeanor,0,0,0,0,0,0
Albany,1995,Felony,10,45,39,49,31,174
Albany,1995,Misdemeanor,0,123,79,472,355,1029
Allegany,1995,Felony,2,3,10,11,9,35
Allegany,1995,Misdemeanor,0,2,13,28,55,98
Bronx,1995,Felony,632,1266,2,150,220,2270
Bronx,1995,Misdemeanor,0,66,72,147,627,912
Broome,1995,Felony,49,51,41,75,78,294
Broome,1995,Misdemeanor,0,28,18,96,118,260
Cattaraugus,1995,Felony,2,4,26,13,12,57
Cattaraugus,1995,Misdemeanor,0,6,26,48,58,138
Cayuga,1995,Felony,6,7,7,14,4,38
Cayuga,1995,Misdemeanor,0,12,14,57,38,121
Chautauqua,1995,Felony,24,43,33,26,23,149
Chautauqua,1995,Misdemeanor,0,5,26,65,82,178
Chemung,1995,Felony,12,5,51,26,8,102
Chemung,1995,Misdemeanor,0,6,27,53,35,121
Chenango,1995,Felony,0,1,3,10,10,24
Chenango,1995,Misdemeanor,0,2,10,44,48,104
Clinton,1995,Felony,6,12,41,19,11,89
Clinton,1995,Misdemeanor,0,4,18,70,69,161
Columbia,1995,Felony,6,4,23,17,5,55
Columbia,1995,Misdemeanor,0,12,8,54,50,124
Cortland,1995,Felony,6,6,23,17,13,65
Cortland,1995,Misdemeanor,0,1,18,54,49,122
Delaware,1995,Felony,0,0,7,6,1,14
Delaware,1995,Misdemeanor,0,4,24,45,50,123
Dutchess,1995,Felony,13,119,92,62,43,329
Dutchess,1995,Misdemeanor,0,28,129,170,147,474
Erie,1995,Felony,120,209,226,88,94,737
Erie,1995,Misdemeanor,0,231,302,598,442,1573
Essex,1995,Felony,6,2,6,9,13,36
Essex,1995,Misdemeanor,0,2,9,16,25,52
Franklin,1995,Felony,0,0,9,7,8,24
Franklin,1995,Misdemeanor,0,3,14,60,71,148
Fulton,1995,Felony,1,3,6,30,16,56
Fulton,1995,Misdemeanor,0,4,18,30,45,97
Genesee,1995,Felony,10,5,33,10,10,68
Genesee,1995,Misdemeanor,0,8,20,38,33,99
Greene,1995,Felony,3,5,5,7,6,26
Greene,1995,Misdemeanor,0,2,12,30,20,64
Hamilton,1995,Felony,0,0,2,1,0,3
Hamilton,1995,Misdemeanor,0,1,1,4,3,9
Herkimer,1995,Felony,10,4,8,6,11,39
Herkimer,1995,Misdemeanor,0,1,5,31,20,57
Jefferson,1995,Felony,23,21,33,26,18,121
Jefferson,1995,Misdemeanor,0,12,15,90,96,213
Kings,1995,Felony,792,1492,22,229,295,2830
Kings,1995,Misdemeanor,0,548,281,381,1089,2299
Lewis,1995,Felony,5,0,9,11,6,31
Lewis,1995,Misdemeanor,0,7,1,33,14,55
Livingston,1995,Felony,3,4,29,15,23,74
Livingston,1995,Misdemeanor,0,6,26,71,83,186
Madison,1995,Felony,3,4,24,3,4,38
Madison,1995,Misdemeanor,0,8,20,43,38,109
Monroe,1995,Felony,111,128,157,151,114,661
Monroe,1995,Misdemeanor,0,148,308,579,473,1508
Montgomery,1995,Felony,4,7,16,6,7,40
Montgomery,1995,Misdemeanor,0,9,8,49,30,96
Nassau,1995,Felony,148,269,291,124,183,1015
Nassau,1995,Misdemeanor,0,145,938,623,725,2431
New York,1995,Felony,526,2070,8,351,288,3243
New York,1995,Misdemeanor,0,216,64,289,489,1058
Niagara,1995,Felony,5,45,23,16,11,100
Niagara,1995,Misdemeanor,0,37,93,139,104,373
Oneida,1995,Felony,43,38,72,32,31,216
Oneida,1995,Misdemeanor,0,18,46,102,60,226
Onondaga,1995,Felony,67,116,93,105,101,482
Onondaga,1995,Misdemeanor,0,117,144,330,392,983
Ontario,1995,Felony,19,15,78,35,24,171
Ontario,1995,Misdemeanor,0,4,21,52,62,139
Orange,1995,Felony,53,56,115,49,57,330
Orange,1995,Misdemeanor,0,141,150,294,285,870
Orleans,1995,Felony,1,4,4,2,0,11
Orleans,1995,Misdemeanor,0,9,31,52,52,144
Oswego,1995,Felony,21,5,32,43,13,114
Oswego,1995,Misdemeanor,0,4,47,82,42,175
Otsego,1995,Felony,1,0,12,9,2,24
Otsego,1995,Misdemeanor,0,2,13,26,19,60
Putnam,1995,Felony,0,11,30,7,7,55
Putnam,1995,Misdemeanor,0,13,55,29,20,117
Queens,1995,Felony,869,1001,81,403,415,2769
Queens,1995,Misdemeanor,0,189,37,504,490,1220
Rensselaer,1995,Felony,12,30,37,23,18,120
Rensselaer,1995,Misdemeanor,0,15,22,92,99,228
Richmond,1995,Felony,40,112,1,19,24,196
Richmond,1995,Misdemeanor,0,28,19,72,89,208
Rockland,1995,Felony,31,28,40,41,38,178
Rockland,1995,Misdemeanor,0,42,42,69,71,224
St. Lawrence,1995,Felony,7,9,29,15,14,74
St. Lawrence,1995,Misdemeanor,0,7,14,57,48,126
Saratoga,1995,Felony,9,1,18,7,11,46
Saratoga,1995,Misdemeanor,0,6,43,90,70,209
Schenectady,1995,Felony,34,23,34,25,31,147
Schenectady,1995,Misdemeanor,0,8,24,80,33,145
Schoharie,1995,Felony,2,1,4,3,6,16
Schoharie,1995,Misdemeanor,0,1,6,10,16,33
Schuyler,1995,Felony,2,0,2,3,0,7
Schuyler,1995,Misdemeanor,0,4,2,23,16,45
Seneca,1995,Felony,2,0,13,15,4,34
Seneca,1995,Misdemeanor,0,0,4,7,12,23
Steuben,1995,Felony,20,5,39,36,27,127
Steuben,1995,Misdemeanor,0,9,17,38,52,116
Suffolk,1995,Felony,217,199,425,155,167,1163
Suffolk,1995,Misdemeanor,0,238,1075,650,756,2719
Sullivan,1995,Felony,8,8,37,36,26,115
Sullivan,1995,Misdemeanor,0,15,31,79,65,190
Tioga,1995,Felony,2,1,20,13,10,46
Tioga,1995,Misdemeanor,0,4,10,18,33,65
Tompkins,1995,Felony,3,8,18,10,11,50
Tompkins,1995,Misdemeanor,0,8,30,73,66,177
Ulster,1995,Felony,21,10,68,24,22,145
Ulster,1995,Misdemeanor,0,74,33,109,152,368
Warren,1995,Felony,5,5,15,9,10,44
Warren,1995,Misdemeanor,0,3,36,67,45,151
Washington,1995,Felony,4,4,15,21,7,51
Washington,1995,Misdemeanor,0,4,19,35,48,106
Wayne,1995,Felony,14,13,49,32,21,129
Wayne,1995,Misdemeanor,0,10,17,77,91,195
Westchester,1995,Felony,178,116,181,107,118,700
Westchester,1995,Misdemeanor,0,333,143,653,627,1756
Wyoming,1995,Felony,1,4,11,12,10,38
Wyoming,1995,Misdemeanor,0,3,18,24,30,75
Yates,1995,Felony,1,2,12,4,5,24
Yates,1995,Misdemeanor,0,0,1,8,24,33
Unknown,1995,Misdemeanor,0,0,0,0,0,0
Albany,1996,Felony,24,42,26,46,34,172
Albany,1996,Misdemeanor,0,100,73,414,326,913
Allegany,1996,Felony,5,2,22,12,11,52
Allegany,1996,Misdemeanor,0,10,10,35,34,89
Bronx,1996,Felony,454,1359,5,172,181,2171
Bronx,1996,Misdemeanor,0,71,51,173,655,950
Broome,1996,Felony,48,70,77,91,79,365
Broome,1996,Misdemeanor,0,11,15,93,79,198
Cattaraugus,1996,Felony,1,7,36,29,7,80
Cattaraugus,1996,Misdemeanor,0,17,31,72,61,181
Cayuga,1996,Felony,4,13,11,11,9,48
Cayuga,1996,Misdemeanor,0,12,9,49,51,121
Chautauqua,1996,Felony,22,53,46,22,27,170
Chautauqua,1996,Misdemeanor,0,24,29,80,85,218
Chemung,1996,Felony,14,9,37,25,12,97
Chemung,1996,Misdemeanor,0,8,35,49,43,135
Chenango,1996,Felony,2,0,4,3,2,11
Chenango,1996,Misdemeanor,0,1,7,48,22,78
Clinton,1996,Felony,6,4,64,28,19,121
Clinton,1996,Misdemeanor,0,6,22,82,116,226
Columbia,1996,Felony,0,1,30,19,6,56
Columbia,1996,Misdemeanor,0,32,17,65,98,212
Cortland,1996,Felony,9,8,21,11,14,63
Cortland,1996,Misdemeanor,0,0,13,45,57,115
Delaware,1996,Felony,1,2,6,3,1,13
Delaware,1996,Misdemeanor,0,6,19,38,41,104
Dutchess,1996,Felony,21,103,52,38,29,243
Dutchess,1996,Misdemeanor,0,50,109,232,181,572
Erie,1996,Felony,104,282,224,106,166,882
Erie,1996,Misdemeanor,0,187,235,601,437,1460
Essex,1996,Felony,4,2,11,9,4,30
Essex,1996,Misdemeanor,0,1,5,18,36,60
Franklin,1996,Felony,3,4,12,16,6,41
Franklin,1996,Misdemeanor,0,9,7,41,48,105
Fulton,1996,Felony,6,4,5,16,9,40
Fulton,1996,Misdemeanor,0,1,12,31,32,76
Genesee,1996,Felony,16,11,31,7,20,85
Genesee,1996,Misdemeanor,0,12,24,47,49,132
Greene,1996,Felony,1,4,8,8,9,30
Greene,1996,Misdemeanor,0,0,8,43,22,73
Hamilton,1996,Felony,0,0,4,1,1,6
Hamilton,1996,Misdemeanor,0,0,0,3,1,4
Herkimer,1996,Felony,15,4,17,16,8,60
Herkimer,1996,Misdemeanor,0,2,3,24,23,52
Jefferson,1996,Felony,23,12,17,40,24,116
Jefferson,1996,Misdemeanor,0,7,10,67,70,154
Kings,1996,Felony,641,1135,22,233,349,2380
Kings,1996,Misdemeanor,0,326,162,413,1242,2143
Lewis,1996,Felony,4,3,12,8,9,36
Lewis,1996,Misdemeanor,0,1,3,31,16,51
Livingston,1996,Felony,8,2,40,15,19,84
Livingston,1996,Misdemeanor,0,1,23,40,55,119
Madison,1996,Felony,9,3,18,7,6,43
Madison,1996,Misdemeanor,0,9,27,41,45,122
Monroe,1996,Felony,121,192,162,224,154,853
Monroe,1996,Misdemeanor,0,187,336,620,630,1773
Montgomery,1996,Felony,3,4,23,17,5,52
Montgomery,1996,Misdemeanor,0,11,7,51,48,117
Nassau,1996,Felony,124,264,330,98,160,976
Nassau,1996,Misdemeanor,0,134,987,587,630,2338
New York,1996,Felony,400,2133,13,315,297,3158
New York,1996,Misdemeanor,0,207,45,340,658,1250
Niagara,1996,Felony,5,21,34,24,10,94
Niagara,1996,Misdemeanor,0,57,101,151,152,461
Oneida,1996,Felony,46,36,99,55,31,267
Oneida,1996,Misdemeanor,0,22,35,131,93,281
Onondaga,1996,Felony,67,112,80,104,73,436
Onondaga,1996,Misdemeanor,0,102,199,369,500,1170
Ontario,1996,Felony,18,11,77,47,31,184
Ontario,1996,Misdemeanor,0,15,17,66,59,157
Orange,1996,Felony,55,68,89,47,50,309
Orange,1996,Misdemeanor,0,132,128,301,266,827
Orleans,1996,Felony,1,9,13,5,5,33
Orleans,1996,Misdemeanor,0,3,26,62,57,148
Oswego,1996,Felony,20,6,38,40,21,125
Oswego,1996,Misdemeanor,0,8,35,70,57,170
Otsego,1996,Felony,2,2,10,4,3,21
Otsego,1996,Misdemeanor,0,5,9,39,28,81
Putnam,1996,Felony,2,22,30,11,10,75
Putnam,1996,Misdemeanor,0,35,42,29,27,133
Queens,1996,Felony,639,964,72,415,375,2465
Queens,1996,Misdemeanor,0,204,33,510,419,1166
Rensselaer,1996,Felony,17,37,31,20,20,125
Rensselaer,1996,Misdemeanor,0,17,23,100,133,273
Richmond,1996,Felony,62,240,9,29,47,387
Richmond,1996,Misdemeanor,0,47,21,99,160,327
Rockland,1996,Felony,33,59,44,41,28,205
Rockland,1996,Misdemeanor,0,30,43,80,69,222
St. Lawrence,1996,Felony,12,9,15,24,22,82
St. Lawrence,1996,Misdemeanor,0,9,16,55,48,128
Saratoga,1996,Felony,7,7,16,18,10,58
Saratoga,1996,Misdemeanor,0,12,22,95,74,203
Schenectady,1996,Felony,12,20,30,16,16,94
Schenectady,1996,Misdemeanor,0,13,13,95,48,169
Schoharie,1996,Felony,0,9,5,2,1,17
Schoharie,1996,Misdemeanor,0,0,5,17,15,37
Schuyler,1996,Felony,1,0,0,1,0,2
Schuyler,1996,Misdemeanor,0,1,5,16,19,41
Seneca,1996,Felony,2,1,7,12,2,24
Seneca,1996,Misdemeanor,0,1,4,7,17,29
Steuben,1996,Felony,23,6,51,39,28,147
Steuben,1996,Misdemeanor,0,2,21,43,47,113
Suffolk,1996,Felony,226,191,511,216,156,1300
Suffolk,1996,Misdemeanor,0,209,945,635,722,2511
Sullivan,1996,Felony,13,11,28,38,24,114
Sullivan,1996,Misdemeanor,0,5,21,41,53,120
Tioga,1996,Felony,9,2,12,20,12,55
Tioga,1996,Misdemeanor,0,7,6,33,27,73
Tompkins,1996,Felony,4,8,27,11,16,66
Tompkins,1996,Misdemeanor,0,5,22,64,57,148
Ulster,1996,Felony,15,14,67,19,16,131
Ulster,1996,Misdemeanor,0,48,31,155,147,381
Warren,1996,Felony,4,5,16,20,12,57
Warren,1996,Misdemeanor,0,4,41,65,62,172
Washington,1996,Felony,6,2,24,15,8,55
Washington,1996,Misdemeanor,0,3,14,41,37,95
Wayne,1996,Felony,16,17,55,47,17,152
Wayne,1996,Misdemeanor,0,13,22,53,85,173
Westchester,1996,Felony,142,151,138,110,124,665
Westchester,1996,Misdemeanor,0,228,157,653,637,1675
Wyoming,1996,Felony,3,3,13,35,5,59
Wyoming,1996,Misdemeanor,0,4,11,26,29,70
Yates,1996,Felony,1,0,6,7,1,15
Yates,1996,Misdemeanor,0,0,4,10,11,25
Unknown,1996,Misdemeanor,0,0,0,0,0,0
Albany,1997,Felony,16,85,29,46,50,226
Albany,1997,Misdemeanor,0,121,65,385,480,1051
Allegany,1997,Felony,10,5,9,12,10,46
Allegany,1997,Misdemeanor,0,9,7,29,52,97
Bronx,1997,Felony,479,1219,3,166,233,2100
Bronx,1997,Misdemeanor,0,88,45,197,737,1067
Broome,1997,Felony,64,68,66,129,107,434
Broome,1997,Misdemeanor,0,8,14,115,106,243
Cattaraugus,1997,Felony,0,3,39,22,6,70
Cattaraugus,1997,Misdemeanor,0,6,22,64,67,159
Cayuga,1997,Felony,2,13,11,15,6,47
Cayuga,1997,Misdemeanor,0,7,30,38,51,126
Chautauqua,1997,Felony,15,53,50,42,37,197
Chautauqua,1997,Misdemeanor,0,14,42,98,107,261
Chemung,1997,Felony,20,11,53,21,13,118
Chemung,1997,Misdemeanor,0,5,29,47,38,119
Chenango,1997,Felony,0,0,6,13,6,25
Chenango,1997,Misdemeanor,0,4,10,47,25,86
Clinton,1997,Felony,15,10,36,29,22,112
Clinton,1997,Misdemeanor,0,8,23,89,99,219
Columbia,1997,Felony,2,2,32,7,2,45
Columbia,1997,Misdemeanor,0,11,4,50,74,139
Cortland,1997,Felony,6,4,11,9,7,37
Cortland,1997,Misdemeanor,0,3,15,49,42,109
Delaware,1997,Felony,2,3,4,5,1,15
Delaware,1997,Misdemeanor,0,2,27,43,65,137
Dutchess,1997,Felony,25,55,54,65,35,234
Dutchess,1997,Misdemeanor,0,62,80,210,169,521
Erie,1997,Felony,116,206,225,112,140,799
Erie,1997,Misdemeanor,0,204,285,631,516,1636
Essex,1997,Felony,12,5,12,17,5,51
Essex,1997,Misdemeanor,0,7,12,18,48,85
Franklin,1997,Felony,1,6,7,10,2,26
Franklin,1997,Misdemeanor,0,8,16,48,29,101
Fulton,1997,Felony,7,4,8,27,8,54
Fulton,1997,Misdemeanor,0,5,15,30,26,76
Genesee,1997,Felony,8,7,26,20,23,84
Genesee,1997,Misdemeanor,0,6,26,69,72,173
Greene,1997,Felony,1,0,2,3,1,7
Greene,1997,Misdemeanor,0,4,9,22,20,55
Hamilton,1997,Felony,0,0,2,0,1,3
Hamilton,1997,Misdemeanor,0,1,3,3,0,7
Herkimer,1997,Felony,10,8,10,11,8,47
Herkimer,1997,Misdemeanor,0,1,4,23,21,49
Jefferson,1997,Felony,12,13,9,23,8,65
Jefferson,1997,Misdemeanor,0,10,8,59,68,145
Kings,1997,Felony,655,1103,40,166,420,2384
Kings,1997,Misdemeanor,0,298,163,398,1033,1892
Lewis,1997,Felony,5,2,3,13,4,27
Lewis,1997,Misdemeanor,0,1,3,18,17,39
Livingston,1997,Felony,6,9,30,14,20,79
Livingston,1997,Misdemeanor,0,9,27,48,61,145
Madison,1997,Felony,8,1,28,11,4,52
Madison,1997,Misdemeanor,0,5,25,53,60,143
Monroe,1997,Felony,109,203,170,232,173,887
Monroe,1997,Misdemeanor,0,211,416,646,679,1952
Montgomery,1997,Felony,1,4,10,11,4,30
Montgomery,1997,Misdemeanor,0,7,9,35,46,97
Nassau,1997,Felony,111,318,342,124,151,1046
Nassau,1997,Misdemeanor,0,115,936,578,589,2218
New York,1997,Felony,431,2017,8,315,295,3066
New York,1997,Misdemeanor,0,255,56,363,721,1395
Niagara,1997,Felony,5,26,27,20,19,97
Niagara,1997,Misdemeanor,0,31,109,138,131,409
Oneida,1997,Felony,35,39,79,63,46,262
Oneida,1997,Misdemeanor,0,15,21,113,90,239
Onondaga,1997,Felony,65,94,129,95,94,477
Onondaga,1997,Misdemeanor,0,102,181,369,538,1190
Ontario,1997,Felony,14,8,81,50,14,167
Ontario,1997,Misdemeanor,0,13,17,68,68,166
Orange,1997,Felony,53,81,113,68,54,369
Orange,1997,Misdemeanor,0,138,119,298,294,849
Orleans,1997,Felony,4,7,2,6,1,20
Orleans,1997,Misdemeanor,0,5,42,57,44,148
Oswego,1997,Felony,13,13,29,52,32,139
Oswego,1997,Misdemeanor,0,11,32,68,71,182
Otsego,1997,Felony,1,4,13,3,1,22
Otsego,1997,Misdemeanor,0,7,4,35,23,69
Putnam,1997,Felony,1,9,26,8,9,53
Putnam,1997,Misdemeanor,0,17,38,30,29,114
Queens,1997,Felony,487,677,65,394,369,1992
Queens,1997,Misdemeanor,0,190,19,379,478,1066
Rensselaer,1997,Felony,28,39,30,24,41,162
Rensselaer,1997,Misdemeanor,0,21,31,100,114,266
Richmond,1997,Felony,43,185,5,37,47,317
Richmond,1997,Misdemeanor,0,53,34,103,153,343
Rockland,1997,Felony,36,55,46,51,14,202
Rockland,1997,Misdemeanor,0,34,35,89,94,252
St. Lawrence,1997,Felony,7,10,40,24,17,98
St. Lawrence,1997,Misdemeanor,0,7,13,45,54,119
Saratoga,1997,Felony,10,5,16,12,17,60
Saratoga,1997,Misdemeanor,0,9,28,95,67,199
Schenectady,1997,Felony,10,17,36,30,12,105
Schenectady,1997,Misdemeanor,0,13,20,101,83,217
Schoharie,1997,Felony,0,1,6,4,1,12
Schoharie,1997,Misdemeanor,0,1,6,24,26,57
Schuyler,1997,Felony,2,1,1,5,0,9
Schuyler,1997,Misdemeanor,0,1,12,13,19,45
Seneca,1997,Felony,3,1,15,11,5,35
Seneca,1997,Misdemeanor,0,2,10,14,30,56
Steuben,1997,Felony,30,19,76,48,49,222
Steuben,1997,Misdemeanor,0,4,21,32,45,102
Suffolk,1997,Felony,184,162,489,176,173,1184
Suffolk,1997,Misdemeanor,0,197,1050,737,914,2898
Sullivan,1997,Felony,11,9,34,39,23,116
Sullivan,1997,Misdemeanor,0,7,38,54,51,150
Tioga,1997,Felony,10,8,32,16,10,76
Tioga,1997,Misdemeanor,0,5,9,31,25,70
Tompkins,1997,Felony,7,5,27,13,15,67
Tompkins,1997,Misdemeanor,0,12,38,69,61,180
Ulster,1997,Felony,12,11,56,23,11,113
Ulster,1997,Misdemeanor,0,38,33,125,125,321
Warren,1997,Felony,3,8,13,12,14,50
Warren,1997,Misdemeanor,0,6,24,67,44,141
Washington,1997,Felony,3,2,14,16,9,44
Washington,1997,Misdemeanor,0,10,10,44,30,94
Wayne,1997,Felony,19,13,73,22,28,155
Wayne,1997,Misdemeanor,0,14,24,78,71,187
Westchester,1997,Felony,113,149,133,93,104,592
Westchester,1997,Misdemeanor,0,319,151,697,710,1877
Wyoming,1997,Felony,6,9,8,13,7,43
Wyoming,1997,Misdemeanor,0,1,3,12,17,33
Yates,1997,Felony,1,0,18,1,3,23
Yates,1997,Misdemeanor,0,2,0,13,15,30
Unknown,1997,Misdemeanor,0,0,0,0,0,0
Albany,1998,Felony,13,58,46,50,52,219
Albany,1998,Misdemeanor,0,112,58,387,397,954
Allegany,1998,Felony,8,4,6,5,8,31
Allegany,1998,Misdemeanor,0,6,13,21,55,95
Bronx,1998,Felony,417,1238,8,167,214,2044
Bronx,1998,Misdemeanor,0,90,62,286,902,1340
Broome,1998,Felony,67,67,78,105,71,388
Broome,1998,Misdemeanor,0,14,26,148,131,319
Cattaraugus,1998,Felony,2,14,39,20,9,84
Cattaraugus,1998,Misdemeanor,0,2,18,66,59,145
Cayuga,1998,Felony,0,11,7,16,5,39
Cayuga,1998,Misdemeanor,0,9,30,59,62,160
Chautauqua,1998,Felony,15,44,48,45,35,187
Chautauqua,1998,Misdemeanor,0,10,53,93,115,271
Chemung,1998,Felony,10,8,64,10,15,107
Chemung,1998,Misdemeanor,0,7,34,64,64,169
Chenango,1998,Felony,0,0,3,9,5,17
Chenango,1998,Misdemeanor,0,3,19,38,34,94
Clinton,1998,Felony,14,21,31,25,30,121
Clinton,1998,Misdemeanor,0,15,21,74,123,233
Columbia,1998,Felony,2,1,22,26,11,62
Columbia,1998,Misdemeanor,0,14,4,47,59,124
Cortland,1998,Felony,4,4,18,18,23,67
Cortland,1998,Misdemeanor,0,1,22,47,41,111
Delaware,1998,Felony,1,1,6,6,2,16
Delaware,1998,Misdemeanor,0,5,16,31,69,121
Dutchess,1998,Felony,11,61,38,57,50,217
Dutchess,1998,Misdemeanor,0,35,82,210,165,492
Erie,1998,Felony,146,282,247,114,157,946
Erie,1998,Misdemeanor,0,147,336,558,562,1603
Essex,1998,Felony,5,1,8,6,4,24
Essex,1998,Misdemeanor,0,3,10,22,59,94
Franklin,1998,Felony,0,7,6,4,3,20
Franklin,1998,Misdemeanor,0,15,17,35,53,120
Fulton,1998,Felony,3,2,7,13,8,33
Fulton,1998,Misdemeanor,0,3,8,28,28,67
Genesee,1998,Felony,6,9,48,19,28,110
Genesee,1998,Misdemeanor,0,4,27,52,73,156
Greene,1998,Felony,0,4,6,4,3,17
Greene,1998,Misdemeanor,0,3,8,22,22,55
Hamilton,1998,Felony,0,0,3,0,2,5
Hamilton,1998,Misdemeanor,0,0,0,1,4,5
Herkimer,1998,Felony,17,4,12,15,13,61
Herkimer,1998,Misdemeanor,0,2,4,26,28,60
Jefferson,1998,Felony,11,9,24,20,17,81
Jefferson,1998,Misdemeanor,0,15,21,103,110,249
Kings,1998,Felony,514,821,20,160,358,1873
Kings,1998,Misdemeanor,0,251,204,340,874,1669
Lewis,1998,Felony,1,0,9,24,4,38
Lewis,1998,Misdemeanor,0,0,0,15,13,28
Livingston,1998,Felony,14,7,38,20,15,94
Livingston,1998,Misdemeanor,0,5,18,66,71,160
Madison,1998,Felony,6,5,16,15,9,51
Madison,1998,Misdemeanor,0,8,18,41,45,112
Monroe,1998,Felony,113,222,197,182,152,866
Monroe,1998,Misdemeanor,0,209,483,753,663,2108
Montgomery,1998,Felony,1,3,13,17,7,41
Montgomery,1998,Misdemeanor,0,8,3,31,27,69
Nassau,1998,Felony,130,277,311,119,170,1007
Nassau,1998,Misdemeanor,0,129,796,602,506,2033
New York,1998,Felony,338,1826,7,288,265,2724
New York,1998,Misdemeanor,0,295,62,359,698,1414
Niagara,1998,Felony,5,20,39,25,22,111
Niagara,1998,Misdemeanor,0,29,80,155,160,424
Oneida,1998,Felony,45,36,94,58,55,288
Oneida,1998,Misdemeanor,0,14,29,106,94,243
Onondaga,1998,Felony,46,61,108,84,87,386
Onondaga,1998,Misdemeanor,0,97,144,358,476,1075
Ontario,1998,Felony,11,5,78,43,27,164
Ontario,1998,Misdemeanor,0,14,19,49,66,148
Orange,1998,Felony,41,104,96,72,44,357
